Workload,SolutionID,Tensor,ILP_Value,Trace_Value
YOLO_Tiny,0,output,1.0,1
YOLO_Tiny,0,max,71.99999999989429,72
YOLO_Tiny,1,input,63.999980748893066,64
YOLO_Tiny,1,weight,71.99999999989429,72
YOLO_Tiny,1,output,1.0,1
YOLO_Tiny,1,max,71.99999999989429,72
YOLO_Tiny,2,input,63.999998974689,64
YOLO_Tiny,2,weight,71.99999999989429,72
YOLO_Tiny,2,output,1.0,1
YOLO_Tiny,2,max,71.99999999989429,72
YOLO_Tiny,3,input,64.00000034204025,64
YOLO_Tiny,3,weight,71.99999999989429,72
YOLO_Tiny,3,output,1.0,1
YOLO_Tiny,3,max,71.99999999989429,72
YOLO_Tiny,4,input,64.00000000001015,64
YOLO_Tiny,4,weight,71.99999999999432,72
YOLO_Tiny,4,output,1.0,1
YOLO_Tiny,4,max,71.99999999999432,72
YOLO_Tiny,5,input,32.00000000000782,32
YOLO_Tiny,5,weight,71.99999999989429,72
YOLO_Tiny,5,output,1.0,1
YOLO_Tiny,5,max,71.99999999989429,72
YOLO_Tiny,6,input,64.00000000000794,64
YOLO_Tiny,6,weight,71.99999999989429,72
YOLO_Tiny,6,output,1.0,1
YOLO_Tiny,6,max,71.99999999989429,72
YOLO_Tiny,7,input,64.00000000000794,64
YOLO_Tiny,7,weight,71.99999999989429,72
YOLO_Tiny,7,output,1.0,1
YOLO_Tiny,7,max,71.99999999989429,72
YOLO_Tiny,8,input,64.00000000000674,64
YOLO_Tiny,8,weight,71.99999999989429,72
YOLO_Tiny,8,output,1.0,1
YOLO_Tiny,8,max,71.99999999989429,72
YOLO_Tiny,9,input,16.000000000000007,16
YOLO_Tiny,9,weight,71.99999999989429,72
YOLO_Tiny,9,output,1.0,1
YOLO_Tiny,9,max,71.99999999989429,72
YOLO_Tiny,10,input,16.000000000000007,16
YOLO_Tiny,10,weight,71.99999999989429,72
YOLO_Tiny,10,output,1.0,1
YOLO_Tiny,10,max,71.99999999989429,72
YOLO_Tiny,11,input,32.0,32
YOLO_Tiny,11,weight,71.99999999989429,72
YOLO_Tiny,11,output,1.0,1
YOLO_Tiny,11,max,71.99999999989429,72
YOLO_Tiny,12,input,32.0,32
YOLO_Tiny,12,weight,71.99999999989429,72
YOLO_Tiny,12,output,1.0,1
YOLO_Tiny,12,max,71.99999999989429,72
YOLO_Tiny,13,input,32.0,32
YOLO_Tiny,13,weight,71.99999999989429,72
YOLO_Tiny,13,output,1.0,1
YOLO_Tiny,13,max,71.99999999989429,72
YOLO_Tiny,14,input,31.999999999999385,32
YOLO_Tiny,14,weight,72.0,72
YOLO_Tiny,14,output,1.0,1
YOLO_Tiny,14,max,72.0,72
YOLO_Tiny,15,input,64.00000000000252,64
YOLO_Tiny,15,weight,71.99999999999432,72
YOLO_Tiny,15,output,1.0,1
YOLO_Tiny,15,max,71.99999999999432,72
YOLO_Tiny,16,input,15.999999999999424,16
YOLO_Tiny,16,weight,72.0,72
YOLO_Tiny,16,output,1.0,1
YOLO_Tiny,16,max,72.0,72
YOLO_Tiny,17,input,64.0000000000041,64
YOLO_Tiny,17,weight,72.0,72
YOLO_Tiny,17,output,1.0,1
YOLO_Tiny,17,max,72.0,72
YOLO_Tiny,18,input,64.00000000000136,64
YOLO_Tiny,18,weight,72.0,72
YOLO_Tiny,18,output,1.0,1
YOLO_Tiny,18,max,72.0,72
YOLO_Tiny,19,input,32.00000000005033,32
YOLO_Tiny,19,weight,71.99999999989429,72
YOLO_Tiny,19,output,1.0,1
YOLO_Tiny,19,max,71.99999999989429,72
